text,label
I've been adulting all night long  need a break. https://www.instagram.com/p/B9nM1yUDSsZXNl79wGcJw8vItk_x5IXEl9LpBc0/?igshid=95j4naiozrcx …,2
Thank you angel ,0
That's so good! It's frickin adorable already! ,1
Sorry but I need that e-girl coochie ,4
that’s pretty ,4
i want some head ,3
watch me ,4
i’m in my bed with the light off and it’s still bright enough outside to light up my room  pic.twitter.com/uhijZSR9Td,3
Yes. Ji hoon is born in 1999,0
i hated pinterest for taking everything off and instead asking if i want help ,4
Love u back and ThankQ!!!!!,0
So relieved to hear this excellent news. ,0
omg  i don't remember what specifically made me realize but i do know that i had a HUGE crush on her and i just ,2
"in the middle of a nap/the night jacob will flip over and say ""okay cuddle me now"" and like it just makes me ",3
My friend posted that she might be getting married and I’m like  I wanna get married. Insane though bc I never have felt this way before abt anyone before my boyfriend,3
THIS IS SO CUTEhttps://twitter.com/GIRLS4BAEK/status/1237460310916808705 …,3
From?,2
"IKRRR!! it's an mmorpg phone game! The customisation is so spicy that I keep making characters...send helppp 

Here is the download link if you want to try it!
 https://play.google.com/store/apps/details?id=com.zloong.eu.dr.gp …",3
Thank you sweetie ,2
So when you vote do the politician you vote for teach you how to treat people in your community?  Do they teach u to care ? Do they teach you help when you are able too ?,4
tell em,4
Oh shit dude. I’m so sorry man ,2
no but keep trying,0
They just cancelled the XFL too :(https://twitter.com/newcuiture/status/1238157535766609922 …,4
all my dogs safe ,4
Did SpyScape today!!pic.twitter.com/OWVKxa1DoO,2
HHHHHH I'm gonna dye your scales pink ,4
Get berry cangtip  racunn,0
stop ,2
OMG MY FAVORITE DUO  pic.twitter.com/kPeAiRnwYw,3
AND IM LOV U  pic.twitter.com/IKF7r7OdX3,3
"Can i post my nephew's video and picture here? 

thread-",3
ON came on shuffle and i thought it was the normal one but turns out it’s da sia version ,2
Thank you!,1
Ohhhh wowwww. Unicorn Tarot published by the company I work for ,1
"Birmans are very sweet too. Actually cats in general are adorable. I’ve had Siamese, Korats and lots of moggies in the past too.  The two we have now are actually my daughters but they’re our babies too. ",1
i won’t bc people be stealing ,2
 i love you Mrs. Mejia,0
I’ma need my Hanford friends to join the baile crew this year. I miss them ,3
why is twitter dry ????... is everyone cuddling with their gf/bf ? ,2
Congrats,3
talk to these niggas,2
She’ll be wearing this. Plus black long sleeves and a hijab.  pic.twitter.com/Rbe6OwT5JP,1
I could listen to her voice all day,1
@nayeliicabral @flaca_0221 y’all the realest,3
"Ameen Ya Rabbi. Thank you so much dear, I appreciate  https://twitter.com/Fvggve/status/1237889370457165825 …",0
"God richly bless Oblak 
#LIVATM
#UCL",0
$neptunerisin ,2
I can't unread it ,2
My love are you alright?,3
I actually ain’t sleeping it’s 9am here sksjsksk but YOU have a good sleep luv,3
thank you ,0
The Palace says they are following advice from the government. Time to update that advice.,1
single & chasing after like 3 girls,3
Bloon ,1
Woow that's amazing. My favorite game of all time . Hope you give us HZD2,0
I need the newest iPhone ,3
all she also tired,1
One Direction ,2
Thank you for doing this giveaway  @BTS_twt,3
A little birdie left me a surprise in my mailbox.  https://www.instagram.com/p/B9nNZFUDaxO/?igshid=1xi19fgjdpsjc …,0
Opportunistic be like  ,2
i want this tshirt ,2
The bromance must continue https://t.co/t533Z1lRHt https://twitter.com/edelman11/status/1235318867540533248?s=21 …,4
@ItsYungArc is a shitter I’m the big dog ,4
"Thanks  really enjoying the scenery, Arran is such a fab island!",1
"R.I.P @YesToAutoCarrot and I's snail son, Berry. He lived a full life and owned a surf shop, he's in the big tank in the sky now. ",2
ohhh i see! thanks for telling me that  i was really confuse at first hahahaha,1
Can't believe U.K. Parliament had a meeting for budget when their health minister is infected with covid-19. No life is sacred in a world ruled by money,4
Yw  I’m sure if you keep practicing you’ll get far ,1
You did ,1
I won't be asking nobody to do anything else with me ,4
winged eyeliner on fleek girl,0
The Weeknd,0
"@kailahisabella has rlly been going awf lately w/ her scientist self, all love to you sista",0
Thanks to you Coach Binetti you had them ready to play full stride to the Final Four https://twitter.com/coachbinetti/status/1238232133560344579 …,0
"The most fucked up thing I do is going on a popular and fashionable person’s depop page and buying stuff I see in their likes  
I’m literally a thief",3
"They're on to his BS...    

#Bernie #4MoreWeekshttps://twitter.com/JRubinBlogger/status/1237514956486180864 …",1
YES.  She is spot on on everything ,2
I wore my #BarişArduç hoodie today  pic.twitter.com/NbOLKvy6ci,0
"love is when your boyfriend eats the crunchy edges of the taco salad that you don’t like, so you can eat the middle part which is your favorite. ",3
"Honestly, probably fall tbh. That’s what the players do, feed off of the fans",2
$kittytaughtyaa thanks nas,0
stay safe ,0
Thank you so much ,1
Morning ,1
wait a minute....the caribou spotify bio is the sweetest thing ever  pic.twitter.com/pVvIwtS1fs,3
I love him so much this made me SO happy thank you ,3
My hair is turning a bit blue and i hate it  i want to be an ugly green-haired shit (like Pesci (?)) forever.. pic.twitter.com/CBu6YsEUFN,2
"Oh c'mon, I'm just an awesome little fellow ",2
Either I need tan or I buy lighter shade of foundation ,4
Leaving situations alone that wasn’t for me was hard but lately shit just been so easy..I’m Impressed with myself,1
Ugh. So lucky. Congratulations!  I have been trying since August to get a DM read.,1
"Dear Hannah Shapiro, I  you. #ThankYouForYourService",0
omg i loved this show sm  https://twitter.com/rosetampon/status/691098835439849473 …,3
ugh remember when he used to wear tshirts,2
"You made me confused for a while brother! Why the username almost similar hahaha  Yes, i think might be from your another account. I remember you been moving acc and i couldn't find you after that. It was like more than a year ago tho",1
joonie  of course! ,3
Why would you discontinue your chocolate powerbar,4
"Update:
1st round exit to end my career 
No fans at games 
College Visits got cancelled 
Eternal Atake the only good thing about this month tbh  https://twitter.com/theluckydevil7/status/1234896025812381696 …",4
Sometimes you just gotta SNAP in order for these ppl to respect you ,4
"They were out of tonic water at my market today.  Tonic water and toilet paper, what is that all about?  ",1
He is such an amazing role model for these kiddos! ,1
"I guess it's not natural to have respect for the hard work of other creatives when you've had everything given to you & have never needed to work to survive.. and exposure as payment makes sense if you're only here for the clout

This shit doesn't play in 2020, call 'em out",4
Ty ! babyy ,3
"idky but i miss heather,, even though i still text her  i miss heather",2
be brave!!!!!!!! ,0
thank you ,0
Frig off corona ,4
CORONAVIRUS CAN SUCK MY WHOLE ASSS RN  PRETTY MUCH CANCELLED ALL THE SHOWS I WAS PLANNING ON GOING TO THIS YEAR,4
I sure hope so cause I didn’t give the bitch my socials for nothing!  https://twitter.com/chelsauce1/status/1237526442209988609 …,4
Aiming to get on cam early today! The sun is shining and it's got me all energized ,1
NO HARD FEELINGS ,4
HES LITERALLY SO FREAKING PERFECT AND FOR WHAT?!?! A LITERAL MASTERPIECE  pic.twitter.com/ZwsAk3dffC,3
I guess I’m crying tonight y’all  https://twitter.com/mlnachaeyu/status/1237732575600422913 …,3
..but you dnt like it. ,1
Sorry not sorry ,1
Thats what we like to see! ,0
Congratulations girl! You deserve that collection! I will have to pick to the highlighter when it comes out ,0
"Yummmmmy 

Would love to punch my face right there in her fluffy tempting ass ",0
i must be a playstation cause i cant kinect with these hoes ,2
Wow. I spend 2 minutes trying to understand it,1
I brought my laptop today and it turns out it’s dead  I think MJ unplug the charger last night,2
Goodnight ,0
k i always catch him staring at me so... either A) i’m just THAT ugly B) he’s a weirdo or C) he’s just judging me. there’s no option for him liking me cuz yk ,2
"Ah! Bunt ist toll! 
",0
stfu ily ,3
I’m going to Santa Clara D2 as well,1
No frhttps://twitter.com/mecaelaaaa/status/1237438206498557952 …,0
"Ubi changing Iana's victory pose is an act of bootyphobia  Gone but not forgotten, ""Ol' Dutchie doublecheeked"" pic.twitter.com/o7BJ0O5sS8",2
I apologized in advance for how I’m coming this season...... Everybody getting done dirty pic.twitter.com/KUvhnHV2vJ,4
"If Johnson dies, will anyone suspect Cummings?
",1
"When you go to delete the chat, but it accidentally replays ",4
The chaotic duo ,4
@foxnews This is one example of how your viewers thought of the show today https://twitter.com/armybratt68/status/1238241327571222528 …,3
"He’s so nervous  it’s gonna be amazing, he doesn’t have to worry",3
tyler lockett and Russel Wilson being themselves of course  https://twitter.com/NFLUK/status/1237349003618144256 …,4
thoughts on warzone? be honest ,4
"Need sweats and grinders to teach me the ins and outs of Warzone.... 
 who wants to play with me?",3
Spurs tinted goggles??  Thought that was just me  But you’re sooo right!,1
"by your own logic, If they're sick they're unemployed...",0
Fucking annoyed because people who actually need to buy water are stuck without any because @HEB and @Walmart are out ,4
Hillary is a legend in her own mind but in the big picture she's just a runt. Oops I spelled that wrong.,1
Where’s the lie,0
"#E32020

No More that Stupid Smash Bros ULTIMATE DLC Characters 

And That Stupid The Legend of Zelda Breath of the Wild 2 Game

And That Every That Stupid Mario Game

I Feeling Freedom Baby FREEDOM",1
i kinda lost the first two years of high school because of this and i have always regretted it in some way ,3
again again,1
I looooooveeeeeeee youuuuuuu,0
I'd love to have Walls or hs1 signed cd and tysm for doing this,0
"+ very and very important for me. So thank you so much for them 

P.s.: then I'll try to support you as much as I only can. Since I'll be at home for the next few weeks, so I'll be free and will help you as much as it's only possible so be ready to have some heart attacks~ ",3
Why use Zoom when your professors can be on Twitch? I’m down for this.https://twitter.com/hashtagoras/status/1237494837412331521 …,4
Bertans with that effort on defense. ,4
"Peaceful dreams to you, Anna and thank you",0
So sorry for your loss. Sending my love to you and your family ,0
Here in the US too,1
"I'm a car guy!
I just have no money so no cool car. ",2
"As a RE/MAX urban living specialist, I cover the entire Midtown, Bricktown and Downtown urban living condo and townhouse scene. 
I love to show and sell property in the Downtown Oklahoma City area.
405-414-5022
https://www.listedbyvalerie.com/condos-lofts-townhomes-for-sale-oklahoma-city-real-estate//2 …
#remaxpreferredokc #urbanlivingokcpic.twitter.com/23eVwfECjR",1
That's awesome. I wish I could have gotten them all. ,2
He's so pretty FUCKING help mepic.twitter.com/DVoe7uhgwm,4
"Everything is so expensive  I held off on a Switch for a year or so, but I couldn't resist any longer. I hope you get on soon! I'll def friend you too ",1
"I-
Am too",2
blonde... leather...  pic.twitter.com/IVPWJ7JPDA,0
"Stop talking about CORONAVIRUS ACHOOWhat was thatUh-oh  looks like you just got  corona virus  
Don’t you know Coronavirus   is CUMMING  to America  The world  HOE Organization  is calling HOE-VID19  a POTENTIAL PANTIE-DEMIC",4
That’s why I love y’all ,0
Everyone misses it ,2
That’s amazing https://twitter.com/enews/status/1238250452510269447 …,0
I know ,3
u just gonna watch me ruin my life? ,4
Awe thank you  I hope you get to dabble in your creatives every once in while ,0
"All I’m saying is, if my Cher concert gets cancelled in April, Corona Virus can catch these hands ",4
Incredible that you can go from being in total control to Atletico standing firm and scoring 3 away goals to knock them out. Disappointing for Jurgen Klopp but Anfield still stands defiant on what will still be a brilliant season for #Liverpool #LIVATL #ChampionsLeague https://twitter.com/btsportfootball/status/1237869225835782149 …,1
yea!  i try to spread the word as much as i can. ,1
"When Dekus mom hugged him after he asked if he could be a hero one day, that one scene really got me hooked on MHA, it’s relate able af imagine not being able to break your kids heart all you can do is hug them  https://twitter.com/JeikuReview/status/1237355519951564801 …",3
Seriously breaks my heart you deserved to have your senior moment!,2
Nobody care about Loserpool ,1
You have to get creative now'adays ,4
Right ?,0
aww ty but it’s okay i’m just not worth being trusted ,3
I want to go to texas tulpis ,2
I like Bob. pic.twitter.com/Sgq2xsqlzY,1
Congrats girl! ,1
So my mom told my dad I was on my period and he gave me the rest of his dark chocolate bar because he knows it soothes me... I can’t .,3
Pls meg as you can see I’m starving ! Money 4 school pwease $terricoll1nspic.twitter.com/gcNUGHIUlf,3
We hate ourselves.,1
"Metik ngejar RX King?! Wow, she's such a wonder woman! 🖒 https://twitter.com/detikcom/status/1238031807028891653 …",1
I don't like juvia with lyon ,2
@JosephSimmm just uploaded as well.  Y’all better go watch. Can I say something? I love how @cennarashidi is in the thumbnail for both of the uploads today. You betta get that exposure pic.twitter.com/arUKqRNZfi,1
"Bueno me copio me dan bola? 

 - currently have a crush on you.

 - used to have a crush on you.

 - never had a crush on you.

 - i know someone who has a crush on you.",3
"@Harry_Styles @HSHQ if you’re canceling/postponing the tour, can you do it already??",4
"Great segment enjoyed it, where did you find all those punters in kipper? ",1
THANK YOU ,0
Happy Birthday To Myself ,0
"Look at Magoo, he's so excited for pets. Damn it, I love him so much.  pic.twitter.com/N4TFjLmwnF",0
Tatum is making tough shots look so easy ,4
You’re EXTRAORDINARY ,3
i started talking in a cockney accent as a joke and now i cant stop and have forgotten what my actual voice sounds likepic.twitter.com/KtLWpboa84,3
here if you wanna talk ,3
FANFUCKENTASTIC!!! China’s workers are going back to work today!!!  So stocked!!! ,1
at the same time  only mingi can do it,2
Okay let me do it for u,1
Like king Obama going from a 2yr nobody senator to the anointed chosen one!,1
There’s something else. There’s no way that’s it... ,3
Drinking an ice cold beer at @texasroadhouse is a religious experience an you can’t tell me otherwise ,4
Thank you!!! ,0
Get well soon! And please take care of yourself ,2
I'd like a corolla although an used cherokee is not bad at all either  pic.twitter.com/XFeofhPMhu,1
no and no,2
Man my bad bunny hoodie better get here or I’m finna fuck up this corona virus ,4
"As the mayor was handing out pamphlets yesterday, a guy with a face mask said to a reporter... “I don’t wear this [pointing at mask] for me, I wear it for them. Wearing this makes the public feel safe”

And I get it  
How crazy is that...

#sincetheCoronavirus",2
"get better, be careful",2
$anastarifre help me I’m poor ,3
Agreed!  But heck many of us check the T&C box and others across the internet without actually reading language so.....  My point of reference is contracts I've worked through in different industries in which customers don't read. Ignorance is a weakness.,1
They better not cancel opening day ,4
"I’m so sad, i had meet and greet tickets to a concert tomorrow and it’s rescheduled. The rest of my semester is online and i can’t do my observations so everything i was planning Isn’t gonna happen anymore. I’m so disappointed ",2
Happy Birthday Sarah in one minutes time ,0
drop lia pics please I need more ,3
Why even use “ASAP” then?  pic.twitter.com/6bBlgDvsqy,4
Hurry up then,4
"Shoutout to my ex roommate for showing me the secret to delicious scrambled eggs: a pinch of paprika. Also, if you see this I’m still in love with you and I will wait for you ",3
and take the cutest selfies ,2
"To every company that emails me fuck you, you all provide bad customer service and frankly bad product!! I will be staying home and eating what I have. Thank you for nothing ",4
"Yeah, I love the original show so much. James Garner was a king. I like serious westerns mostly, but Mav is like an old drinking buddy you can't wait to have over for laughs. ",1
People are WAYYY TOO ANGRY ,4
Thank You! Out Now ! https://music.apple.com/us/album/say-no-more/1501921918?i=1501921929 …,0
Im doneee https://twitter.com/rahm3sh/status/1237856605397348353 …,0
Thanks! I'm glad youre excited for it ,1
someone let me know what his favorite song from the album is? i can’t listen to it at the moment ,3
She really would post a priority shift so now that shift has to be picked up before my shift ,4
i just saw my dad cry for the first time . saying goodbye to my dad hit so much harder ,2
To triste,2
"Unbelievable feeling being back on the bump again, thank you to everyone that has helped me get to where i am today and for staying patient with me.",4
i have SO MUCH planned for that fic but i doubt i'll write even half of it hhhhhhhhh at least leo's and kasa's story i will finish tho ,4
He just wanted to spend the day with Goob ,1
"My biggest pet peeve is when ppl compare me ..to other women, to themselves, just PERIOD",4
You people are so fake smh all you do is insult him now you wanna Stan sorry I’m the only rugani fan allowed as seen by my avi for the past 6 days  https://twitter.com/danielerugani/status/1236771784915116033 …,4
You're telling me last weekend was the last time I'm going to see FrankieBall live in the flesh this season?  https://twitter.com/FootyAccums/status/1237888872500981760 …,2
Online classes  I’m sad,3
Rough matchups ,2
He literally left him on read...that must hurt,2
"I really love SnK,Mha,Demon Slayer,The Promise Neverland,Tokyo Ghoul and more thatyou have ",1
little bit creepy with touji still but  @ my TL pic.twitter.com/e74VFCenXN,3
Sis inlaw and lil neph just left ,0
antes fosse ,2
Sky  I’m sorry for what you’re going thru. Just know I’m here for you forever and always. Cant wait to give you a hug again when I see you . Love ya lots,2
Thanks my nigg,4
Learn How to Memorize Anything and Make it Stick  ► http://bit.ly/2jG7Jpk  pic.twitter.com/hWhfn8Rtjl,1
"You, yes you... like this tweet right now pic.twitter.com/M5Q7T95Nyj",4
I love Bella Hadid so much but I wish she was honest about the work she had done ,2
"Why are you doing this to us? 
#WINGSOf7 #BoyWithLuv #BestMusicVideo #iHeartAwards",3
How cool is this  https://twitter.com/bestchantsuk/status/1238243726608281600 …,1
There’s one Dominican spot in this entire state and the owners are from Nagua just like I am and the food is so fucking trash it makes me sad,0
BITCHWTFBJHDCBN https://twitter.com/contenthoe/status/1237191350891798529 …,3
I’m a proud momma,4
Classic Dom!,1
Covid-19 is making stores look like tottenham's trophy case!  pic.twitter.com/4fUo8rby5b,1
Holly Freaking J and Anya were so annoying in this plot ,3
I graduate this semester sis bless me plz   $Andrea724,3
how so oomfs  i'm sorry..... https://twitter.com/jiminiefocus/status/1238252455151968257 …,3
They’re playing my husbands song I’m in lovehttps://twitter.com/earthvisuals/status/1237069782610063361 …,0
Goodnight I love you all and I hope you have sweet dreams or an amazing day depending on your time zone  i love you all and enjoy my favourite #reddie pictures  pic.twitter.com/BSuwLmDl4w,0
"FA Cup 
League Cup 
Champions League 

Boom sai muji anyi suspending premier league saboda corona, ace next season a fara sabon league ",1
Simping officially for @whoisaddison from now on  ,3
This virus better not mess with this graduation date May 2020,4
I try to find the most peaceful looking line ,1
no never,4
"Don’t! You’re really pretty and skinny girls got nothing on you 
Keep your head up queen",4
"Sorry, but the CLONE IS BROKEN! LOL!",1
Lowkey got a good ass workout in ,4
What is this bullshit,4
||. Bbs please. Show yourselves  https://twitter.com/GrassWhistles/status/1237368873894240263 …,2
Damn I’ll never know who voted on marrying me or being FWB.... also no one trying to date tho ? Eh I see no lose here ,4
Big Bully Shrizz ,4
"People won’t work because of the virus, will need money so they’ll donate plasma then BOOM the whole country fucked. So free rent for the rest of the year is what I’m thinking rn ",4
If you make an onlyfans plz hit me up I wanna collab  https://twitter.com/itsdonjulio__/status/1237913382637969410 …,3
i love how evans means “son of evan” ,1
care to drop the title queen ,3
"Can I at least get a text back before the coronavirus wipes us out pwease?
                             
",3
ID was never questioned in those days as I used to do the same for my dad. Those were the days hey!!!,1
Now on lockdown it's sad to see the virus going and spreading around  hope it dies down ,2
She got suspended  https://twitter.com/uchihanickgurr/status/1237442353062981632 …,2
Love me some Brianna https://twitter.com/brianna_nelson/status/1238243124679491585 …,0
"And you got a son too 
Life be going well for you",4
"This is for Thomas. On the last day you were here, you told my bestfriend you liked her..  https://twitter.com/FactSoup/status/1238251607671934978 …",2
Thank you ,0
I can never get tired of dazed and confused it’s a great movie,4
I’ve watched these same videos over 5 times already,4
I'm innocent  pic.twitter.com/RRjjqzgpXv,2
"honestly same  but I might be a little suspicious at the ""come with me"" part lol",2
Now they need to fix the hacker problem and trials will be so fun,2
I make enough for boffum .. Money Bag Syn https://twitter.com/AlmiightyMJ_/status/1236797525056684032 …,0
"Honestly carrying shields and swords should be the new 2020 trend  Thanks for following, I really love your work!",1
"but now all that drinking just makes me think if it was worth it. and you know, my dears, it was well wort it Especially champagne. pic.twitter.com/QiRPFMH0XT",1
wow i rolled the most perfect blunt ,3
"Please do not, who will I occasionally have bitchy conversations with ",0
Holy SHIT. Mike Scott ended that man's career.,4
Me when u left ,3
Awwwww this is too cute  https://twitter.com/carolinaaaarose/status/1237598596737851393 …,0
this kinda reminds of the forest au ,2
I say this all the time but damm shits hard  https://twitter.com/blancovictor_/status/1237888709204176898 …,2
Imma kms. Where else am I gonna be able to go to after I cook yeezys ,2
i miss you ok,4
"Ffs , Too true , helped by var , stopped by varuses?",1
"Omgggg thanks youuu so much for doing this,you’re ac amazing wow
If it’s possible,if I do get chosen it would mean a lot if I could win the signed Niall horan flicker album
Thanks you sm for this opportunity and I hope you’re having a great dayp.s HEARTBREAK WEATHERS OUT!!!",1
"5mic quotables back and forth every record. 

I lowkey NEVER wanted that battle to end, it was TOO good",4
ight I'm not the smartest but nobody is ever gonna lay a hand on the homies https://twitter.com/PridefuISin/status/1237772819938844672 …pic.twitter.com/ZhfvgoT8nP,4
"Why? I think that shows initiative and enterprise, they’ll go far!  https://twitter.com/standardnews/status/1238238566788018178 …",1
"Liverpool.....
What's another 30 years!!!",1
"people with weak immune systems: h-
twitter: I’m going on a world tour  flight prices so cheap  bc of the corona virus  everywhere has it you’re not gonna die  you’re young live you’re life ",1
we will more i promise omg ,3
I'm not  but I'll try to stay safe! No dying till I'm skinny,2
a virtual boop is safe ,0
i have an extra johnny photocard from we are superhuman. should i sell it and get my coin or be generous and do a giveaway??,2
"@chefjoseandres & @WCKitchen  Thank you for your Unconditional Love & Selflessness!

In a world overcome by gluttony & greed, 
You are All Priceless https://twitter.com/WCKitchen/status/1237511514371710976 …",0
"That's where you are wrong pleghboi, 5th is ucl place  #mancityban",4
the prettiest ,3
and I’m a baju love bot i do this for free ,3
Hope you haven't had that coffee already ,1
i became a chan stan without me knowing it ,2
Aww omggg I would love that!!! And I could never hate you wtf   ur the carry ,0
What language does this look like to yall?pic.twitter.com/ExRh8rtfVM,2
Good night sleep tight don't let bugs bite your arms or legs or anything else ,3
Very well deserved!  Thank you for your service on so many levels.  ,0
love the fact that my friends genuinely care about me ,0
3 more days princess  pic.twitter.com/Bx3WdsAWxx,0
"Can't even describe how excited I was to hit the road running this year as an IMET trainee. To hear it has to wait til next year, together with the realization that I wont be able to visit my parents in Spain, makes for a really, really shitty day.  pic.twitter.com/rYBCfuU6Z1",2
I’ve got some Irish in my genes but you’ve got me there! ,1
"You describing yours own butt, Stevie.",0
This corona shit needs to cut by summertime. It can’t ruin my Europe trip ,4
why does she have to embarrass everyone off with her head type beat ,2
"Things to do:
1. Write a story together & illustrate it.
2. Face paint and take lots of selfies.
3. Make old fashioned buttermilk donuts.
4. Watch a uTube on how to make cool things with empty plastic containers.  Make something!
5. Sing a song & practice washing your hands.",1
what ,3
like look how pretty she looks ,3
My new day wear. Pretty sure most people are missing the irony  pic.twitter.com/WXmPEIYES4,1
like i just wanna know what happened,2
those people make me mad  pic.twitter.com/FQZqxTQYmR,4
I love you!! ,3
Happy Holi dear team @trySUGAR,0
*graduation  https://twitter.com/SiannevRi/status/1238249601381085184 …,4
My eyes are so suwoop rn ,4
OH MY pic.twitter.com/2LtqceO3Gh,2
"good luck oomf i hope you find 
some and stay safe ",3
I like this guy. ,1
"Every time you feel hopelessness or helplessness ,,, Remember that ،،only god can perform miracles ..Be confident in god ",0
i try not to focus on my followers i used to focus on them a lot n it fucked up my mental health so now im js trying not to worry about it ,2
Sometimes people are the best!  https://twitter.com/independent/status/1238182796147011584 …,0
It's not using ATR Steve. ,1
Seriously  https://twitter.com/taurusismagic/status/1238253082355609600 …,0
With this time I’m gonna get my life in order certain steps are being made and I have to follow thru no options,4
brah im the size of a toenail i go on ur back,3
"

Oh okay?",4
"you can still be a fashion designer, an artiste and a poet at 25. Keep working towards it.",0
Well that’s cool. Maaaaaaybe I can check it out then. ,1
@IamKingPromise has been verified. Congratulations ,0
@RichardEGrant Love this.  https://twitter.com/briantruitt/status/1237492978421293056 …,1
Lucas is like the most precious human bean in the universe  I love him so much,3
Yall wanted the purge right ,4
"Yeahh I started recording, I was about to hit sp3, then I saw him doing it and I was like: this is just PERFECT",1
"anyone reading this, thank you for sticking around my account. have a great day, you wonderful person 
#TrollingForGoodhttps://twitter.com/Trolls/status/1237800465057730560 …",0
Something to cheer me up please,2
my baby was with me all week for my spring break we even had sleep overs and now I hate sleeping alone at night ,3
stop it ur too sweet ,3
I need someone to give me a concussion,2
Yummy ,0
Pool parties got cancelled here ,3
"Got to wait til they cancel, speaking from experience ",3
Signal here sucks ! Sometimes shit be fast then it be slow dab ,4
Baby ,3
i'm gonna leave a like and refuse to take the test ,4
Bruh i'm italian..we'll never stop talking about this ,1
Ever get the feeling of wanting to call someone out but it’ll start drama so you don’t,4
I guess we’re going out sad tonight ,2
is he.....you know.......,2
Fake News,0
SAY IT AGAINhttps://twitter.com/EvanHamm/status/1237937308541898753 …,4
"I was rooting for Nightwish as they have a Dutch singer so that's fitting in a cycling context, but alas ",1
Aww John. Your heart is beautiful. If you need an ear I’m always here. Had cancer in past. ,0
Anything for the bros ,4
a pandemic are you SERIOUS?!!,4
I love zion with my whole entire heart ,3
"um i hate to be a bother but i rlly don’t feel comfortable when ppl call me margot anymore, so can u please try and call me mars ",3
oh!!! That is the sweetest  i can feel the love :) thanks for sharing,0
me too ,3
"Dang, you just schooled a FAKE Congresswoman, whom is a subversive traitor to this Republic! Brilliant line @SydneyLWatson - simply BRILLIANT! ",1
"This..  time to mind map 
#lockdown #CoronavirusPandemic #ThursdayThoughtspic.twitter.com/M2uzPZnpLm",1
the amount of times ive heard tala or dalagang filipina but they never play an sb19 song? this is stell-ist,4
"EXPOSE YOUR PHONE GAME

- dwayne
- luh 
- leydi
- canteenery
- congtv
- i'd rather
- jonard
- denggoy
- hazel
- dwayne
- wala
- adorable home
- inshot
- 
- dwayne

hit   for the q's",3
See we all CAN get along  pic.twitter.com/9VgM3HFrGt,1
Ive created 3 new clubs for the special people who are so generous and tip me offline,0
God (Allah) heal the world ,0
"#TYTLive Cenk, let the elderly come out and vote on Tuesday for their wonderful  candidate, Joe Biden. That way most of them die off in 6 months and/or bankrupted, which means they'll die off in a year instead. 

Stupidity should  have it's own reward. #LetTheStupidDie",1
Congrats! Awesome pic! ,1
LMFAO!!  That's some funny shit!! ,1
"Why was Brad all by himself in the courtroom with no bailiff or anybody, just sitting there",1
Internet friends. Strongly recommend checking out @SpongeBobBway on Prime as you start hanging at home. It will make you feel good. Make each day the best day ever.  https://twitter.com/dannysknnr/status/1238187404579790848 …,0
my headass rn  pic.twitter.com/rYnIOSFp7J,2
someone take me to cali for the summer  https://twitter.com/stripdown4paris/status/1237083774585688068 …,3
I do too ! Thank you!!,3
Thank you for sharing! ,0
lrt sora with those expressions ,3
she better give you that mf poster ,4
I just discovered this brand and immediately thought of @Max_Kerman!  https://twitter.com/modernvice/status/1237438603128647682 …,1
"i was appreciating my three big birds, and then there’s sunkern, giving them all the death starepic.twitter.com/3BUIHsaecs",3
I’m in need of a back massage ,3
Choosing to #LightUpTheLOVE is an empowering and inspiring daily way of life. #LUTL Actionists are powerful! Let’s all be & share the @lightupthelove Global Movement...what the world wants & needs now more than ever.  #BeTheExample #Love #Peace & #Unity #WednesdayMotivation https://twitter.com/nathangbetts/status/1237885980230778880 …pic.twitter.com/pSGLnKAAQY,0
lucky ,2
"Tell me about it, I went to 5 stores today and nada",2
Imma see y’all at the spring game  @HenBoss2 @quincy_qb1 @tre11turnerpic.twitter.com/SPqmYWyQyd,4
I take back what I said then  https://twitter.com/HanaBent97/status/1237478999183556609?s=19 …,1
I guess I’m not a bad bitch. I ain’t get no follow back.,0
Thankyall ,0
Time to find healthy alternatives ,2
Goodnight ,4
"First you need someone good at English who knows what the term ""extrapalate"" means. ",1
Babyboys,2
SAME ,4
I want cuddles ,3
You know that i wont stop until i make you mine https://twitter.com/eskeskeske/status/1213403554292961280 …,0
I just wanna know when or if we’re getting that interview with Jason Kennedy for In The Red Room ,2
war flashback to when nhc interacted w my tweet ,2
"Yeah it's better here,go le rasetsa bona o tsogile now",1
"Many more successes, Natalie https://twitter.com/Natalie_Aroyan/status/1238203399004459009 …",1
I think WV should at least filter some words out ,2
 thank you friend,3
" to you. I Agree; lots kindness, patience & support will see us through this challenging time.",0
Been making calls all day a couple no’s but that came with the game ,4
But...what about kitties  https://twitter.com/complex/status/1238166900963713024 …,3
I think a haircut would make me feel better ,3
"I say Tae because I think he is very neutral in his good vs evil, in that if HE thinks something is good, he will break rules to ensure that thing wins out, whereas I see Goo following closer to what he is told or what the majority see as Good - HOWEVER, Goo with 92728 dogs",2
OUR AIRDROP MOMENTS ARE POSTPONED FOR A WEEK,2
" When he first started speaking of the abuse no one took him serious, they all blew him off like he was crazy. Who’s the crazy ones now?? He paved the way to expose a lot of this & should be proud of himself for going up against such powerful people. ",0
you’re honestly the cutest  cmere i’m giving u endless smooches ,3
Don't spoil me tweet ,1
